BusinessName,ClosingTime,Capacity,Phone,Address,Location,LocationComment
CWB HOTEL LIMITED PARTNERSHIP,2:00 AM,0,NULL,"776 Boylston ST, Boston MA","(42.3487748, -71.0813479)",IN WHOLE OF SAID BUILDING AND TO EXCLUDE THE RESTAURANTS L'ESPALIER AND SEL DE LA TERRE FROM ITS LICENSED PREMISES.  MANAGEMENT SERVICES AGREEMENT BETWEEN CWB HOTEL LIMITED PARTNERSHIP AND MANDARIN ORIENTAL MANAGEMENT USA  INC. APPROVED BY THE LICENSING BOARD AND THE ABCC. INCLUDES
"FULL COMP, INC.",Midnight,44,(617)880-9919,"1 Mechanic CT, Boston MA","(42.362914, -71.05514)",One room and kitchen on the first floor basement for storage with outdoor seasonal patio on private property with 48 seats from 7:00 am - 11:00 pm. Total Inside: 44.
URSULA IMBRIANO & ANTHONY IMBRIANO,1:00 AM,30,NULL,"Chelsea ST, East Boston MA","(42.3781416, -71.02918939999999)",IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND BASEMENT FOR STORAGE.
"JUAN REYES, INDIVIDUAL",11:00 PM,19,NULL,"381 Centre ST, Jamaica Plain MA","(42.3224184, -71.109246)",IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.
JPC VENTURE CORP.,2:00 AM,607,NULL,"21 Broad ST, Boston MA","(42.358486, -71.05466799999999)",21 BROAD ST./130 WATER STREET; IN ONE LARGE ROOM ON THE FIRST FLOOR  ONE ROOM ON THE SECOND FLOOR ONE ROOM ON 3RD FLOOR.  KITCHEN ON THE 4TH FLOOR.  CELLAR FOR STOCK; ALSO SEASONAL OUTDOOR PATIO FOR DINING; ROOF DECK FOR DINING AND ENTRANCES/EXITS FOR EMERGENCY ON 21 BROAD STREET/130 WATER STREET.
GHM LOGAN MANAGEMENT LLC,2:00 AM,0,NULL,"225 William F McClellan Hw, East Boston MA","(42.3872486, -71.0164396)",IN WHOLE OF SAID BUILDING. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.)
MARRIOTT RESORTS HOSPITALITY CORPORATION,1:00 AM,205,NULL,"3 McKinley SQ, Boston MA","(42.35903099999999, -71.0535143)",TWO ROOMS ON THE FIRST FLOOR  KITCHEN AND STORAGE IN REAR ROTUNDA AND EAST FOYER BALCONY ON FIRST FLOOR  ROTUNDA BALCONY ON SECOND FLOOR; AND OBSERVATION DECK ON 25TH FLR.
"MARRIOTT HOTEL SERVICES, INC.",2:00 AM,0,NULL,"296 State ST, Boston MA","(42.360246, -71.0507391)",At Long Wharf  at the intersection of State Street and Atlantic Avenue on BRA Disposition Parcels A-6 and A-7.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.)
MARU LLC,2:00 AM,45,NULL,"10 Huntington AV, Boston MA","(42.3485013, -71.0771688)",RETAIL SPACE LOCATED WITHIN THE WESTIN BOSTON COPLEY PLACE HOTEL ON THE LOBBY FLOOR OF THE HOTEL.  IN ONE ROOM  EATING BAR AND DINING TABLES WITH SEMI-OPEN KITCHEN.
"MONDAY MORNING, INC",2:00 AM,200,NULL,"1937 Beacon ST, Brighton MA","(42.3358982, -71.149286)",IN TWO ROOMS ON FIRST FLOOR; 1 ROOM; OFFICE AND STOCKROOM IN BASEMENT.
"CUSINIERS, INC.",1:00 AM,117,NULL,"439 Tremont St, Boston MA","(42.3468481, -71.0692967)",In one room on first floor with kitchen and storage in rear  emergency exits to alley in rear and to include a seasonal outdoor patio in front of premises for 8 persons from April through October.
"MASONA, INC.",10:00 PM,48,NULL,"4 Corey ST, West Roxbury MA","(42.2846786, -71.1552043)",IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.
MASSACHUSETTS CONVENTION CENTER AUTHORITY,2:00 AM,25000,NULL,"415 Summer St, Boston MA","(42.3458497, -71.0464339)",IN WHOLE OF SAID BUILDING.  MANAGEMENT AGREEMENT APPROVED BETWEEN MASSACHUSETTS CONVENTION CENTER AUTHORITY & LEVY PREMIUM FOOD SERVICE LIMITED PARTNERSHIP.
"MASSIMINO'S CUCINA ITALIANA,INC.",11:00 PM,48,NULL,"205 Endicott ST, Boston MA","(42.3664956, -71.0578847)",In one room with kitchen on first floor  one room in basement 
"STRADA 45, LLC",2:00 AM,120,NULL,"45 Province St, Boston MA","(42.3573275, -71.0599445)",Consisting of two floors with entrance at front;  lower level consists of one room containing dining room  bar  restrooms  storage  refridgeration area and kitchen in rear.  upper level consists of one room containing dining room  dining bar and bar;
LINDA C. LODDO,11:00 PM,73,NULL,"364 Hanover ST, Boston MA","(42.3653297, -71.0532357)",IN ONE ROOM ON FIRST FLOOR USED FOR DINING WITH KITCHEN IN REAR  ONE DINING ROOM IN BASEMENT WITH STORAGE.
154 MAVERICK LLC,11:00 p.m.,24,(617)571-9031,"154 Maverick ST, East Boston MA","(42.3699087, -71.03791410000001)",In 2 rooms on the first floor. Kitchen in the rear with storage in the kitchen and sub-basement with 2 exits. 1 in the front and 1 in the rear. Also to include an outdoor seasonal patio on private property for 28 patrons between the hours of 7:00 a.m. - 11:00 p.m.  24 Interior & 28 Exterior.
"RAW RESTAURANT GROUP, LLC",2:00 AM,224,NULL,"1 Faneuil Hall Marketplace, Boston MA","(42.3602285, -71.0547722)",A RESTAURANT AT GROUND LEVEL ON THE NORTH SIDE OF THE BUILDING  WITH A SIDE PATIO ADJOINING ON THE STREET LEVEL (COVERED AND UNCOVERED).  THE RESTAURANT CONTAINS TWO ENTRANCES/EXITS.  THE KITCHEN AND STORAGE ARE LOCATED IN THE BASEMENT. CAPACITY INTERIOR  150   EXTERIOR 74.
"MAX BRENNER BOYLSTON, INC.",2:00 AM,143,NULL,"745 Boylston St, Boston MA","(42.34950389999999, -71.08065069999999)",ONE LARGE ROOM ON THE FIRST FLOOR; APPROX. 3500 SQUARE FEET.  KITCHEN  OFFICE  STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 24 PATRONS FROM APRIL - OCTOBER BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 23 @ BAR STOOLS  28 @ TABLES & CHAIR
MCCORMICK & SCHMICK RESTAURANT CORP.,2:00 AM,296,NULL,"300 Faneuil Hall Marketplace, Boston MA","(42.3602285, -71.0547722)",MAIN ENTRANCE ON GROUND FLOOR IN TWO ROOMS FOR DINING  ONE WITH BAR  AND KITCHEN; WITH SEASONAL OUTDOOR PATIO.  ON SECOND FLOOR IN TWO ROOMS FOR DINING  SERVICE BAR; IN BASEMENT IN ONE ROOM FOR DINING  AND KITCHEN STORAGE AND OFFICE.  Capacity breakdown: basement - 67; ground fl - 117; 2nd fl - 112.
"GEORGE ASSOCIATES, INC.",2:00 AM,180,NULL,"197 Portland ST, Boston MA","(42.3645177, -71.06173199999999)",In one room and kitchen on the first floor  with entrance on Portland St.  and emergency exit to alley in rear and to main building lobby and cellar for stock.
"JAKE, INC.",2:00 AM,318,NULL,"911 Boylston St, Boston MA","(42.3484603, -71.0844343)",911 Boylston Street; in one room on the first floor; in one room in basement with kitchen and storage.  MANAGEMENT AGREEMENT APPROVED BETWEEN JAKE  INC. AND INTERNATIONAL BOSTON MANAGEMENT GROUP  LLC.
ARANGO CORPORATION,2:00 AM,91,NULL,"411 Chelsea ST, East Boston MA","(42.3799271, -71.0268636)",UNNUMBERED ENTRANCE NEXT TO 411 CHELSEA STREET AND TWO EMERGENCY EXITS; IN ONE ROOM ON 1ST FLOOR OF 411 CHELSEA STREET; 2ND FLOOR OF 413 CHELSEA STREET & BASEMENT OF 411 CHELSEA STREET FOR STOCK.  411-413 CHELSEA STREET  EAST BOSTON  MA  02128
"The Mei Mei Restaurant, Inc.",1:00 AM,38,(857)250-4959,"506 Park DR, Boston MA","(42.3474997, -71.1060004)",This premises is a 1300 square foot restaurant at 506 Park Drive.  The premises seats 38 patrons and is equipped with two handicapped accessible restrooms.  The space is one of four commercial units in a 7400 square foot masonry building that is 1 story high.
MERENGUE CORP.,MIDNIGHT,90,NULL,"156 Blue Hill AV, Roxbury MA","(42.31919, -71.077559)",IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.
NEW APPLETON LLC,1:00 AM,159,NULL,"1 Appleton ST, Boston MA","(42.3467174, -71.0694173)",A restaurant consisting of 3 830 sq. feet located on the first floor with kitchen and storage in the rear.  With a seasonal outdoor patio located on public property with seating for 34 patrons
"THE METROPOLITAN CLUB, INC.",1:00 AM,268,NULL,"279 Dartmouth ST, Boston MA","(42.3511191, -71.0775258)",BAR AND DINING ROOM ENTRANCE AND EXIT 1ST FLOOR; 281 DARTMOUTH STREET.  KITCHEN AND OFFICE 1ST FLOOR; 277 DARTMOUTH STREET.  2 DINING ROOMS 1ST FLOOR; 279 DARTMOUTH STREET; STORAGE AND EXIT IN BASEMENT; 147 NEWBURY STREET; DINING ROOM BAR AND 2 EXITS BASEMENT LEVEL 281 DARTMOUTH STREET.  BASEMENT KI
584 Tremont Inc.,Midnight,40,(617)247-2931,"584 Tremont St, Roxbury MA","(42.343239, -71.0725494)",First floor 40 seat dining room with small bar  kitchen & bathroom. Basement with prep kitchen  storage  office and refrigeration.
MFT CORP.,11:00 PM,68,NULL,"25 Prince ST, Boston MA","(42.36457619999999, -71.0543794)",In one room and kitchen on first floor basement for stock.
"ALTAMIRA BANQUETS, LLC",11:00 PM,149,NULL,"964 Saratoga ST, East Boston MA","(42.3871427, -71.00856929999999)",IN ONE ROOM ON THE FIRST FLOOR/KITCHEN  DINING ROOM  LOUNGE AREA WITH A CUSTOMER BAR WITH 8 BAR STOOLS  64 TABLES.  ON THE BASEMENT LEVEL/TWO FUNCTION ROOMS  STORAGE  CUSTOMER BAR WITH 7 STOOLS  70 TABLES.
"F&H, INC.",11:00 PM,49,NULL,"333 Border St, East Boston MA","(42.3790276, -71.03981770000001)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.
YUNG SU CHOE CORP.,MIDNIGHT,49,NULL,"669 VFW PW, Boston MA","(0, 0)",IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT.
"724 HUNTINGTON AVENUE, INC.",2:00 AM,114,NULL,"Huntington AV, Boston MA","(42.3384957, -71.0938271)",Rear entrance on Calumet St - For stock and rear exit from 726 Huntington Avenue to alley - two rooms and kitchen first floor - cellar for stock. CAPACITY BREAKDOWN: 44 PERSONS SEATED TABLE & CHAIRS; 20 PERSONS SEATED - BAR; 50 PERSONS STANDING-BAR.
TRAIF CORP.,2:00 AM,270,NULL,"221 Columbus AV, Boston MA","(42.3482594, -71.072778)",In four rooms on the first floor with kitchen in the rear  storage on the mezzanine level.
"DUNBOY, INC.",2:00 AM,258,NULL,"27 Columbus AV, Boston MA","(42.3511635, -71.06903299999999)",TWO ROOMS AND KITCHEN FIRST FLOOR  CELLAR FOR STOCK TO INCLUDE SEASONAL OUTDOOR DINING FOR 30 PATRONS FROM APRIL 1ST THROUGH OCTOBER 31ST.  DPW LAND
"MODEL CAFETERIA, INC.",2:00 AM,96,NULL,"1 N Beacon ST, Allston MA","(42.35377, -71.13741759999999)",Rear entrance for stock; in two rooms and kitchen on first floor; cellar for stock.
"MODERN PASTRY, INC.",MIDNIGHT,19,NULL,"257 Hanover ST, Boston MA","(42.3632456, -71.05472139999999)",IN ONE ROOM AND KITCHEN ON FIRST FLOOR WITH STORAGE IN BASEMENT.  REAR EXIT TO RICHMOND STREET.
"THE PENA-MENDOZA GROUP, INC.",2:00 AM,150,NULL,"48 Winter ST, Boston MA","(42.3560722, -71.0618626)",First Floor one room  kitchen  office  storage area and second floor  one room in the basement  front entrance and exit to winter street and rear exit to alley.
"CARMEN CARTAGENA RIVERA, INDIVIDUAL",1:00 AM,48,NULL,"221 Dudley ST, Roxbury MA","(42.3284313, -71.0805257)",Rear exit to parking lot for emergency; In one room and kitchen on first floor  cellar for stock.
"MONICA'S, INC.",12:00 AM,98,NULL,"143 Richmond ST, Boston MA","(42.3634098, -71.054222)",TWO ROOMS ON FIRST FLOOR; KITCHEN IN REAR  STORAGE IN  BASEMENT.
"MONICA'S MERCATO, INC.",11:00 PM,18,NULL,"67 Prince St, Boston MA","(42.3651597, -71.0550584)",AT 67-69 PRINCE STREET IN TWO ROOMS WITH KITCHEN ON FIRST FLOOR  PREP KITCHEN AND STORAGE IN BASEMENT.
"MONTECRISTO MEXICAN GRILLE, INC.",MIDNIGHT,18,NULL,"Huntington AV, Boston MA","(42.3384957, -71.0938271)",IN ONE ROOM ON GROUND FLOOR WITH KITCHEN AND STORAGE IN REAR; MAIN ENTRANCE ON HUNTINGTON AVENUE.
"BANGKOK HUT, INC.",2:00 AM,118,NULL,"63 Stuart ST, Boston MA","(42.3512589, -71.0644016)",Rear entrance to kitchen from alley;entrance to cellar from Stuart Street for stock;one room and kitchen first floor; basement for storage.
"MOOGY'S SANDWICH SHOP, INC.",11:00 PM,76,NULL,"154 Chestnut Hill AV, Brighton MA","(42.3415176, -71.1541534)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR  STORAGE IN THE BASEMENT.
"MOONSHINE KITCHEN, LLC",2:00 AM,120,(501)682-5445,"152 Dorchester AV, South Boston MA","(42.34172359999999, -71.0567736)",IN ONE ROOM ON GROUND FLOOR WITH KITCHEN AND RESTROOMS IN REAR; STORAGE IN BASEMENT; AND TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL - OCTOBER FOR 30 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT. 82 SEATED  38 STANDING.
"MORTON'S OF CHICAGO/BOSTON SEAPORT, LLC",1:00 AM,236,NULL,"2 Seaport LA, Boston MA","(42.3489645, -71.0407695)",IN ONE ROOM & KITCHEN ON THE 1ST FLOOR WITH ENTRANCES & EXITS TO LOBBY & BOTH SEAPORT BLVD & SEAPORT LANE; BASEMENT FOR STORAGE  WITH AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 54 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.
"MOTHER ANNA'S, INC.",2:00 AM,73,NULL,"211 Hanover ST, Boston MA","(42.3626826, -71.0552861)",Unnumbered side and front entrances for summer garden and stock - In two rooms and kitchen first floor - storage and one room in cellar used for dining and to include an outdoor seasonal patio from April through October on private property.
MOUNT PLEASANT BUILDING ASSOCIATION INC.,1:00 AM,218,(617)323-9835,"5250 Washington ST, West Roxbury MA","(42.2597195, -71.1583589)",One (1) entrance and Two (2) exits on the first floor. One (1) entrance and One (1) exit on the basement floor. Seating capacity first floor: 128 and basement: 90.
THE SOMERS CORPORATION,2:00 AM,99,NULL,"77 Broad ST, Boston MA","(42.357643, -71.0536578)",Rear emergency exits; One room and kitchen section first floor; cellar for stock
"MIRCH VENTURES, INC.",11:00 PM,77,NULL,"251 Massachusetts Av, Boston MA","(42.344442, -71.08685899999999)",RESTAURANT ON FIRST FLOOR OF BUILDING CONSISTING OF APPROXIMATELY 2 680 SQ/FT WITH A BAR  SEATING AREA  KITCHEN  BATHROOMS AND STORAGE; TWO MEANS OF EGRESS; OUTDOOR SEASONAL PATIO SEATING.  10PM CLOSING.
"KPC, INC.",2:00 AM,65,NULL,"837 Summer ST, South Boston MA","(42.3380158, -71.0356854)",Rear emergency exit; in one room and kitchen on first floor.
MUSEUM OF FINE ARTS,1:00 AM,10630,NULL,"465 Huntington Av, Boston MA","(42.339383, -71.0939642)",IN WHOLE OF SAID BUILDING.  (SEE INSPECTION CERTIFICATE FOR MORE INFORMATION ON THE CAPACITY) AND TO INCLUDE 230 000 SQUARE FT ADDITION TO EXISTING STRUCTURE.
"DAWA MD, INC.",1:00 AM,97,NULL,"92 Harvard Av, Allston MA","(42.3533377, -71.1319686)",IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; BASEMENT FOR STOCK.  Capacity breakdown: 61 seating  5 standing.
"LEANY'S ENTERPRISE, INC.",1:00 AM,179,NULL,"1233 Bennington ST, East Boston MA","(42.38992770000001, -70.9967983)",Two side and rear entrances for emergency and stock; In two rooms and kitchens on the first floor; Cellar for stock and also to include an outdoor patio.
ALASTY CORP.,2:00 AM,96,NULL,"4187 Washington ST, Roslindale MA","(42.2874119, -71.12744459999999)",4187 4189 4191 and 4195 Washington Street - Three rooms  kitchen and storage  first floor; Cellar for stock - with entrance at 4195 Washington Street.
"NAVY YARD BISTRO, INC.",12:00 AM,56,NULL,"1 First AV, Charlestown MA","(42.3753602, -71.0542803)",FIRST FLOOR IN TWO ROOMS FOR DINING AND OPEN KITCHEN  STORAGE IN THE REAR WITH TWO ENTRANCES AND EXITS FROM FIRST AVENUE; WITH A SEASONAL OUTDOOR PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 32 PATRONS.
"JIMMY JUMBO ENTERPRISES, LLC",2:00 AM,180,NULL,"520 Atlantic AV, Boston MA","(42.3537892, -71.0529493)",MAIN FLOOR; ONE LARGE DINING AREA WITH 104 SEATS  BAR SEATING WITH 57 SEATS  AND KITCHEN IN REAR.  OUTDOOR PATIO ON CITY PROPERTY WITH 77 SEATS BETWEEN THE HOURS OF 11:00 A.M. - 2:00 A.M.  LOWER LEVEL: ADDITIONAL AREA FOR FOOD PREPARATION  STORAGE  AND OFFICES.  TWO ENTRANCES ON ATLANTIC AVENUE.  TW
"ADARE, INC.",2:00 AM,704,NULL,"2201 Faneuil Hall Market PL, Boston MA","(0, 0)",ON 2 FLOORS IN SPACE 2201 OF QUINCY MARKET BUILDING AT FANEUIL HALL MARKETPLACE; MAIN ENTRANCE OFF FOOD COURT AREA TO FIRST FLOOR  ENTRANCE OFF ROTUNDA AREA TO 2ND FLOOR W/ KITCHEN; EMERGENCY EXITS ON 1ST & 2ND FLOORS; BASEMENT FOR STORAGE AND TO INCLUDE SEASONAL OUTDOOR SEATING FOR 32 PATRONS ON PR
"NEPTUNE OYSTER, LLC",12:00 AM,30,NULL,"63 Salem ST, Boston MA","(42.3632371, -71.055975)",In one room and kitchen on first floor; basement for stock and storage prep area.
"NEW GOLDEN GATE, INC.",1:00 AM,72,NULL,"66 Beach ST, Boston MA","(42.3514043, -71.0600374)",IN TWO ROOMS ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.
ST ORIENTAL CORPORATION,2:00 AM,74,NULL,"5 Hudson ST, Boston MA","(42.350931, -71.0601999)",In one room on the first floor with kitchen in the rear and basement for storage.
"JIAN HUNG, INC.",4:00 AM,110,NULL,"15 Edinboro ST, Boston MA","(42.3520049, -71.0599677)",In one room used for dining  separate kitchen  and storeroom in cellar.
"NEWBURY GUEST HOUSE, INC.",2:00 AM,0,NULL,"257 Newbury ST, Boston MA","(42.3496493, -71.08313439999999)",IN WHOLE OF SAID BUILDING.  INCLUDING APPROXIMATELY 1200 SQUARE FEET OF MAIN FLOOR RESTAURANT SPACE AT 259 NEWBURY STREET WITH ADJACENT OUTDOOR PATIO AT 257 NEWBURY STREET WITH SEATING FOR 22 PATRONS ON PRIVATE PROPERTY WITH A 10:00 P.M. PATIO CLOSING HOUR.  BASEMENT RESTAURANT SPACE AT 261 NEWBURY
"LOPERA, INC.",2:00 AM,69,NULL,"127 Maverick ST, East Boston MA","(42.3701887, -71.03938819999999)",Rear entrance from alley for stock; In one room and kitchen first floor; cellar for stock.
TRUSTEES OF BOSTON UNIVERSITY,1:00 AM,15578,(617)353-2160,"10 Harry Agganis Wy, Boston MA","(42.3520405, -71.1186804)",@ 30 HARRY AGGANIS WAY: Entire athletic area and stands immediately adjacent thereto including all concession areas.
"PAGA, INC.",2:00 AM,420,NULL,"100 Warrenton ST, Boston MA","(42.3506852, -71.0662586)",Two front entrances & exits and one rear exit to alley  one Banquet room and second banquet room on the second floor with a fire escape; kitchen and stockroom for storage at the basement.
"MARNICO, INC.",MIDNIGHT,48,NULL,"417 Hanover ST, Boston MA","(42.3656557, -71.05266900000001)",IN TWO ROOMS  KITCHEN AND STORAGE ON FIRST FLOOR AND IN ONE DINING ROOM AND STORAGE IN BASEMENT.
"KHRG BOSTON HOTEL, LLC",2:00 AM,0,NULL,"90 Tremont ST, Boston MA","(42.357306, -71.06068739999999)",IN WHOLE OF  SAID BUILDING INCLUDING GUEST ROOMS  FUNCTION ROOMS AND AREAS  BAR/RESTAURANT  LOBBY  ADMINISTRATIVE AND STORAGE AREAS.  (SEE ISD CERTIFICATE FOR A MORE COMPLETE DESCRIPTION OF CAPACITY.)
"NINO INDICIANI, INDIVIDUAL",MIDNIGHT,24,NULL,"79 Charles ST, Boston MA","(42.3583975, -71.0704125)",In one room on the first floor; kitchen and storage in the rear.
"NO NAME RESTAURANT, INC.",1:00 AM,295,NULL,"Boston Fish Pier, Boston MA","(42.3507863, -71.0382638)",IN TWO FLOORS; IN THREE ROOMS ON THE GROUND FLOOR AND PATIO; AND IN THREE ROOMS ON THE SECOND FLOOR USED FOR KITCHEN AND STORAGE.  CAPACITY BREAKDOWN: 1ST FL - 95  2ND FL - 200.
"NO. 9 PARK, LLC",1:00 AM,120,NULL,"9 Park ST, Boston MA","(42.357619, -71.06279099999999)",In one room on the first floor  kitchen in the rear  storage in the basement.
"ARCUS GROUP, INC.",2:00 AM,325,NULL,"101 Arch St, Boston MA","(42.35500930000001, -71.0587493)",In one room and lounge on the second floor with kitchen  stock in rear. with 2:00 A.M. Restriction.  Capacity breakdown: 283 seated; 42 standing.
"NOODLE BARN, INC.",MIDNIGHT,58,NULL,"707 Centre ST, Jamaica Plain MA","(42.3114834, -71.114629)",In one room  kitchen area and raw bar on the street level  storage in the rear
PENA & NOVA CORP.,1:00 AM,67,NULL,"2801 Washington ST, Roxbury MA","(42.3216671, -71.0919359)",IN ONE ROOM AND KITCHEN FIRST FLOOR  CELLAR FOR STOCK. CAPACITY BAR 15   DINING  30  STANDING 22.
"O YA, LLC",11:00 PM,49,NULL,"9 East ST, Boston MA","(42.3513521, -71.0569233)",IN ONE ROOM ON THE FIRST FLOOR; ONE ENTRY AREA IN FRONT; KITCHEN AND STORAGE IN THE REAR.
"CASWELL RESTAURANT GRUPPO, LLC",1:00 AM,195,(508)542-4772,"319 A ST, BOSTON MA","(42.3488895, -71.0488567)",BASEMENT (+/-850 SF) USED FOR OFFICE AND STORAGE PURPOSES ONLY.  RESTAURANT ON ONE FLOOR  FIRST FLOOR OF A 19-STORY BUILDING.  OPEN CONCEPT RESTAURANT DINING (+/-1 389 SF) INCLUDING DINING SEATS FOR ONE HUNDRED FOUR (104) PATRONS  BAR AREA AND BAR DINING (+/-886 SF) FOR FORTY NINE (49) PATRONS.  ADD
"RHUBARB, INC.",1:00 AM,70,NULL,"3 Harvard AV, Allston MA","(42.3552199, -71.1329162)",Two rear exits to yard; in one room on first floor; cellar for stock and to include an outdoor patio/smoking area for 32 patrons on Private Property between the hours of 11:00 AM - 10:00 PM.
"CMR PRIME, LLC",2:00 AM,343,(614)621-3663,"140 Seaport Bl, Boston MA","(42.3513952, -71.04304460000002)",IN ONE (1) MAIN ROOM WITH LOBBY  DINING AREA  BAR AND LOUNGE  KITCHEN AND STORAGE  OFFICE  TRASH AND RECEIVING; THREE (3) PRIVATE DINING ROOMS; TWO (2) ENTRANCES AND FIVE (5) TOTAL EXITS INCLUDING TWO (2) TO THE FRONT OF RESTAURANT AND TWO (2) TO THE REAR OF RESTAURANT; THREE TOTAL (3) BATHROOMS;
"OISHII, INC.",1:00 AM,90,NULL,"1166 Washington ST, Roxbury MA","(42.34328680000001, -71.06598009999999)",IN THREE ROOMS ON FIRST FLOOR WITH DINING  BAR AND KITCHEN  STORAGE IN THE REAR; IN ONE ROOM IN BASEMENT FOR DINING AND OFFICE AND TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL THROUGH OCTOBER FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 10:30 P.M.  Capacity breakdown: 1st fl - 60; basement - 3
"EMMANUEL GROUP, INC.",11:00 PM,54,NULL,"297 Chelsea ST, East Boston MA","(42.3769829, -71.0302531)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.
"Sofia's Food Enterprise, Corp.",11:00 PM,49,(617)418-5728,"22 Central Sq, East Boston MA","(42.3751414, -71.0386133)",Approximately 4 650 square feet of space on the ground floor with one entrance and two exits  dining area  restrooms  kitchen and food storage area. See attached floor plan.
